,Position,date,persName,roleName
90,"Assistant Under-Secretary (West Indies, Eastern and General from 1947 until 1950; West Indies and General from 1950 until 1953; West Indies from 1953;West Indies and Pacific from 1956 until 1958; and Pacific Ocean and Falkland Islands and Antarctic from 1958 until 1964; and Hong Kong from 1964)",1947-1950,Sir George F. Seel,K.C.M.G.
91,"Assistant Under-Secretary (West Indies, Eastern and General from 1947 until 1950; West Indies and General from 1950 until 1953; West Indies from 1953;West Indies and Pacific from 1956 until 1958; and Pacific Ocean and Falkland Islands and Antarctic from 1958 until 1964; and Hong Kong from 1964)",1950-1953,Sir Stephen E.V. Luke,K.C.M.G.
92,"Assistant Under-Secretary (West Indies, Eastern and General from 1947 until 1950; West Indies and General from 1950 until 1953; West Indies from 1953;West Indies and Pacific from 1956 until 1958; and Pacific Ocean and Falkland Islands and Antarctic from 1958 until 1964; and Hong Kong from 1964)",1953-1960,Sir Philip Rogers,"G.C.B., C.M.G."
93,"Assistant Under-Secretary (West Indies, Eastern and General from 1947 until 1950; West Indies and General from 1950 until 1953; West Indies from 1953;West Indies and Pacific from 1956 until 1958; and Pacific Ocean and Falkland Islands and Antarctic from 1958 until 1964; and Hong Kong from 1964)",1960-1964,Ambler R. Thomas,C.M.G.
94,"Assistant Under-Secretary (West Indies, Eastern and General from 1947 until 1950; West Indies and General from 1950 until 1953; West Indies from 1953;West Indies and Pacific from 1956 until 1958; and Pacific Ocean and Falkland Islands and Antarctic from 1958 until 1964; and Hong Kong from 1964)",1964-1966,Walter I.J. Wallace,"C.M.G., O.B.E."
95,"Assistant Under-Secretary (South-East Asia, Hong Kong and Pacific: and Colonial Service until 1949; and Far East from 1954 until 1956)",1948-1954,Sir J. John Paskin,"K.C.M.G., M.C."
96,"Assistant Under-Secretary (South-East Asia, Hong Kong and Pacific: and Colonial Service until 1949; and Far East from 1954 until 1956)",1954-1956,Sir John M. Martin,"K.C.M.G., C.B., C.V.O."
97,Assistant Under-Secretary (International Relations and Social Service: and General from 1956) (from 1954 until 1959),1954-1959,Henry T. Bourdillon,C.M.G.
98,Assistant Under-Secretary (Economic Relations) (until 1951),1940-1951,Sir Gerard L. M. Clauson,"K.C.M.G., O.B.E."
99,"Assistant Under-Secretary (Finance, Production and Research)",1944-1947,Sir Sydney Caine,K.C.M.G.
100,"Assistant Under-Secretary (International Relations, Social Service and Welfare)",1946-1948,Sir A. Hilton Poynton,G.C.M.G.
101,Assistant Under-Secretary (Production and Marketing and Research (until 1961),1947-1951,Christopher G. Eastwood,C.M.G.
102,Assistant Under-Secretary (Production and Marketing and Research (until 1961),1951-1959,Sir W.B. Leslie Monson,"K.C.M.G., C.B."
103,Assistant Under-Secretary (Production and Marketing and Research (until 1961),1959-1961,Trafford Smith,C.M.G.
104,Assistant Under-Secretary (Economic General and Finance; and Pacific and Indian Oceans from 1963),1948-1951,Sir William L. Gorell-Barnes,K.C.M.G.
105,Assistant Under-Secretary (Economic General and Finance; and Pacific and Indian Oceans from 1963),1952-1956,Sir Eugene Melville,K.C.M.G.
106,Assistant Under-Secretary (Economic General and Finance; and Pacific and Indian Oceans from 1963),1956-1965,Sir Arthur N. Galsworthy,K.C.M.G.
107,Assistant Under-Secretary (Economic General and Finance; and Pacific and Indian Oceans from 1963),1961-1966,Trafford Smith,C.M.G.
108,"Assistant Under-Secretary (Defence, Intelligence and Security, Information and Communications; and General until 1956) (from 1953)",1953-1962,Charles Y. Carstairs,"C.B., C.M.G."
109,"Assistant Under-Secretary (Defence, Intelligence and Security, Information and Communications; and General until 1956) (from 1953)",1962-1964,Walter I.J. Wallace,"C.M.G., O.B.E."
110,"Assistant Under-Secretary (Defence, Intelligence and Security, Information and Communications; and General until 1956) (from 1953)",1964-1966,Christopher G. Eastwood,C.M.G.
111,Assistant Under-Secretary (Establishments and Asia),1939-1947,Sir Charles J. Jeffries,"K.C.M.G., O.B.E."
112,Assistant Under-Secretary (Colonial Services/Overseas Services),1949-1953,John B. Williams,C.M.G.
113,Assistant Under-Secretary (Colonial Services/Overseas Services),1953-1960,Ambler R. Thomas,C.M.G.
114,Assistant Under-Secretary (Colonial Services/Overseas Services),1960-1961,Sir Philip Rogers,"G.C.B., C.M.G."
115,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1897-1911,H. Bertram Cox,C.B.
116,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1911-1931,Sir John S. Risley,"K.C.M.G., C.B."
117,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1931-1941,Sir H. Grattan Bushe,"K.C.M.G., C.B."
118,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1943-1945,Sir Harold H. Duncan,"K.C.M.G., Q.C."
119,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1945-1960,Sir Kenneth O. Roberts-Wray,G.C.M.G.
120,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1947-1948,Sir Kenneth M. Kemp,
121,Legal Adviser (and Head of the General Department from 1907; and Legal Adviser to the Dominions Office/Commonwealth Relations Office from 1925 until 1960),1960-1968,Sir James C. McPetrie,"K.C.M.G., O.B.E."
122,Senior Crown Agent,1858-1879,Sir Penrose G. Julyan,K.C.M.G.
123,Senior Crown Agent,1879-1888,Sir William C. Sargeaunt,K.C.M.G.
124,Senior Crown Agent,1888-1900,Sir Montagu F. Ommanney,"G.C.M.G., K.C.B."
125,Senior Crown Agent,1900-1909,Sir Ernest E. Blake,K.C.M.G.
126,Senior Crown Agent,1909-1918,Sir Reginald L. Antrobus,"K.C.M.G., C.B."
127,Senior Crown Agent,1919-1920,Major Sir Maurice A. Cameron,K.C.M.G.
128,Senior Crown Agent,1920-1921,Sir William H. Mercer,K.C.M.G.
129,Senior Crown Agent,1921-1932,Sir Henry C.M. Lambert,"K.C.M.G., C.B."
130,Senior Crown Agent,1932-1938,Sir William F. Gowers,K.C.M.G.
131,Senior Crown Agent,1938-1943,Sir W. Cecil Bottomley,"K.C.M.G., C.B., O.B.E."
132,Senior Crown Agent,1943,Sir Hugh C. Thornton,"K.C.M.G., C.V.O."
133,Senior Crown Agent,1943-1953,Sir John A. Calder,K.C.M.G.
134,Senior Crown Agent,1953-1959,Sir George F. Seel,K.C.M.G.
135,Senior Crown Agent,1959-1968,Sir Stephen E.V. Luke,K.C.M.G.
136,Senior Crown Agent,1968-1974,Sir Claude J. Hayes,K.C.M.G.
137,Senior Crown Agent,1974-1978,Lord Cuckney,
138,Senior Clerks,1825-1872,Sir Henry Taylor,K.C.M.G.
139,Senior Clerks,1839-1866,Samuel J. Blunt,
140,Senior Clerks,1840-1867,Arthur J. Blackwood,
141,Senior Clerks,1843-1870,"Sir George Barrow, Bt.",C.M.G.
142,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1907-1917,George W. Johnson,C.M.G.
143,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1907-1916,Sir Henry C.M. Lambert,"K.C.M.G., C.B."
144,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1916-1921,Sir Charles T. Davis,G.C.M.G.
145,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1917-1924,John F.N. Green,
146,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1921-1925,Sir Edward J. Harding,"G.C.M.G., K.C.B."
147,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1923-1925,Sir Harry F. Batterbee,"G.C.M.G., K.C.V.O."
148,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1923-1925,Sir A.C. Cosmo Parkinson,"G.C.M.G., K.C.B., O.B.E."
149,"Assistant Secretary, Dominions Department (from 1907 until 1925)",1924-1925,Sir Geoffrey G. Whiskard,"K.C.B., K.C.M.G."
150,"Head of North America and Australia Department (until 1907; North America Department until 1867; North America, Australia, Africa and Mediterranean Department from 1872 until 1874)",18_-1867,Arthur J. Blackwood,
151,"Head of North America and Australia Department (until 1907; North America Department until 1867; North America, Australia, Africa and Mediterranean Department from 1872 until 1874)",1867-1879,William Dealtry,C.M.G.
152,"Head of North America and Australia Department (until 1907; North America Department until 1867; North America, Australia, Africa and Mediterranean Department from 1872 until 1874)",1879-1895,Edmund B. Pennell,C.M.G.
153,"Head of North America and Australia Department (until 1907; North America Department until 1867; North America, Australia, Africa and Mediterranean Department from 1872 until 1874)",1895-1897,Sir William A. Baillie-Hamilton,"K.C.M.G., C.B."
154,"Head of North America and Australia Department (until 1907; North America Department until 1867; North America, Australia, Africa and Mediterranean Department from 1872 until 1874)",1897-1904,Sir John Anderson,"G.C.M.G., K.C.B."
155,"Head of North America and Australia Department (until 1907; North America Department until 1867; North America, Australia, Africa and Mediterranean Department from 1872 until 1874)",1904-1907,George W. Johnson,C.M.G.
156,Head of Middle East Department (from 1921 until 1949),1921-1927,Major Sir Hubert W. Young,K.C.M.G.
157,Head of Middle East Department (from 1921 until 1949),1921-1925,Roland V. Vernon,C.B.
158,Head of Middle East Department (from 1921 until 1949),1927-1928,Sir A. John Harding,"K.C.M.G., C.B.E."
159,Head of Middle East Department (from 1921 until 1949),1928-1937,Owen G.R. Williams,C.M.G.
160,Head of Middle East Department (from 1921 until 1949),1931-1933,John E.W. Flood,C.M.G.
161,Head of Middle East Department (from 1921 until 1949),1937-1943,Sir Harold F. Downie,"K.B.E., C.M.G."
162,Head of Middle East Department (from 1921 until 1949),1945-1949,Trafford Smith,C.M.G.
163,Head of Middle East Department (from 1921 until 1949),1947-1948,Sir John Gutch,"K.C.M.G., O.B.E."
164,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),18_-1867,"Sir George Barrow, Bt.",C.M.G.
165,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),1942-1947,Sir Stephen E.V. Luke,K.C.M.G.
166,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),1947-1953,John S. Bennett,C.M.G.
167,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),1953-1957,William A. Morris,C.M.G.
168,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),1957-1962,John D. Higham,C.M.G.
169,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),1962-1964,John M. Kisch,C.M.G.
170,Head of Mediterranean Department (until 1867 and from 194_; Mediterranean A Department: Mediterranean and Atlantic Department; Atlantic Department),1964-1968,John S. Bennett,C.M.G.
171,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),18_-1872,Sir Henry Taylor,K.C.M.G.
172,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1872-1879,Sir Charles Cox,"K.C.M.G., C.B."
173,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1879-1893,John Hales,
174,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1894-1895,Sir William A. Baillie-Hamilton,"K.C.M.G., C.B."
175,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1895-1906,Arthur A. Pearson,C.M.G.
176,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1906-1909,Rt. Hon. Lord Olivier,"K.C.M.G., C.B."
177,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1907-1909,Arthur E. Collins,
178,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1909-1916,Sir Gilbert E.A. Grindle,"K.C.M.G., C.B."
179,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1916-1917,John F.N. Green,
180,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1917-1919,Alexander Fiddian,
181,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1919-1931,E. Rowland Darnley,
182,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1931-1951,Harold Beckett,C.M.G.
183,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1951-1957,Walter I.J. Wallace,"C.M.G., O.B.E."
184,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1957-1962,John E. Marnham,"C.M.G., M.C., T.D."
185,Head of West Indies Department (West Indies and Eastern Department from 1872 until 1879; West Indies A Department from 1948),1962-1967,Douglas Williams,"C.B., C.V.O."
186,Head of West Indies B Department (from 1948),1948-1951,John E. Marnham,"C.M.G., M.C., T.D."
187,Head of West Indies B Department (from 1948),1951-1955,Norman L. Mayle,C.M.G.
188,Head of West Indies B Department (from 1948),1955-1960,F. Kennedy,O.B.E.
189,Head of West Indies B Department (from 1948),1960-1961,Sir Angus M. MacKintosh,"K.C.V.O., C.M.G."
190,Head of West Indies B Department (from 1948),1961-1968,Reuben W. Piper,
191,Head of Africa and Mediterranean Department from 1867 until 1872 and from 1874 until 188_ Africa and Cyprus from 188_ until 1890),1867-1872,"Sir George Barrow, Bt.",C.M.G.
192,Head of Africa and Mediterranean Department from 1867 until 1872 and from 1874 until 188_ Africa and Cyprus from 188_ until 1890),1874-1879,Henry C. Norris,
193,Head of Africa and Mediterranean Department from 1867 until 1872 and from 1874 until 188_ Africa and Cyprus from 188_ until 1890),1879-1890,Sir Augustus W.L. Hemming,K.C.M.G.
194,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1890-189_,Sir Augustus W.L. Hemming,K.C.M.G.
195,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),189_-1896,Ernest H. Wedgwood,
196,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1896-1898,Sir Reginald L. Antrobus,"K.C.M.G., C.B."
197,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1898-1900,Sir William H. Mercer,K.C.M.G.
198,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1898-1904,Sir C. Alexander Harris,"K.C.M.G., C.B., C.V.O."
199,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1900-1906,Sir William A. Baillie-Hamilton,"K.C.M.G., C.B."
200,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1904-1906,Rt. Hon. Lord Olivier,"K.C.M.G., C.B."
201,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1907-1909,Sir Charles Strachey,"K.C.M.G., C.B."
202,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1909-1926,Walter D. Ellis,C.M.G.
203,Head of West Africa Department (and Mediterranean from 1909 until 1918; Gold Coast and Mediterranean Department from 1918; disestablished 1928),1926-1928,Alexander Fiddian,
204,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1909-1920,Sir Charles Strachey,"K.C.M.G., C.B."
205,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1920-1927,Sir A. John Harding,"K.C.M.G., C.B.E."
206,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1927-1931,John E.W Flood,C.M.G.
207,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1931-1935,Alexander Fiddian,
208,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1935-1937,Sir Harold F. Downie,"K.B.E., C.M.G."
209,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1937-1946,Owen G.R. Williams,C.M.G.
210,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1946-1947,Kenneth E. Robinson,C.B.E.
211,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1948-1951,Leslie H. Gorsuch,C.B.E.
212,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1951-1957,Thomas B. Williamson,C.M.G.
213,Head of Nigeria Department from 1909; West Africa Department from 1928; West Africa A Department from 1948 until 1961),1957-1961,Aaron Emanuel,C.M.G.
214,Head of West Africa B Department (from 1953 until 1956),1953-1956,R.J. Vile,
215,Head of West Africa B Department (from 1953 until 1956),1956-1957,John S. Bennett,C.M.G.
216,Head of Central Africa and Aden Department (Central Africa Department from 19_ until 1959),1947-1952,Charles E. Lambert,C.M.G.
217,Head of Central Africa and Aden Department (Central Africa Department from 19_ until 1959),1952-1955,John E. Marnham,"C.M.G., M.C., T.D."
218,Head of Central Africa and Aden Department (Central Africa Department from 19_ until 1959),1955-1956,William D. Sweaney,C.M.G.
219,Head of Central Africa and Aden Department (Central Africa Department from 19_ until 1959),1956-1960,James C. Morgan,C.M.G.
220,Head of Central Africa and Aden Department (Central Africa Department from 19_ until 1959),1960-1962,Sir N. Duncan Watson,K.C.M.G.
